ÈÕÆÚ,000670.SZ,002049.SZ,002077.SZ,002079.SZ,002119.SZ,002156.SZ,002185.SZ,002371.SZ,300046.SZ,300053.SZ,300077.SZ,300139.SZ,300223.SZ,300327.SZ,300346.SZ,300373.SZ,300458.SZ,300493.SZ,300613.SZ,300623.SZ,300661.SZ,300666.SZ,300671.SZ,300672.SZ,300706.SZ,300782.SZ,600171.SH,600198.SH,600360.SH,600460.SH,600584.SH,600667.SH,603005.SH,603068.SH,603160.SH,603501.SH,603933.SH,603986.SH,688002.SH,688008.SH,688018.SH,688019.SH,688099.SH,000670.SZ,002049.SZ,002077.SZ,002079.SZ,002119.SZ,002156.SZ,002185.SZ,002371.SZ,300046.SZ,300053.SZ,300077.SZ,300139.SZ,300223.SZ,300327.SZ,300346.SZ,300373.SZ,300458.SZ,300493.SZ,300613.SZ,300623.SZ,300661.SZ,300666.SZ,300671.SZ,300672.SZ,300706.SZ,300782.SZ,600171.SH,600198.SH,600360.SH,600460.SH,600584.SH,600667.SH,603005.SH,603068.SH,603160.SH,603501.SH,603933.SH,603986.SH,688002.SH,688008.SH,688018.SH,688019.SH,688099.SH,000670.SZ,002049.SZ,002077.SZ,002079.SZ,002119.SZ,002156.SZ,002185.SZ,002371.SZ,300046.SZ,300053.SZ,300077.SZ,300139.SZ,300223.SZ,300327.SZ,300346.SZ,300373.SZ,300458.SZ,300493.SZ,300613.SZ,300623.SZ,300661.SZ,300666.SZ,300671.SZ,300672.SZ,300706.SZ,300782.SZ,600171.SH,600198.SH,600360.SH,600460.SH,600584.SH,600667.SH,603005.SH,603068.SH,603160.SH,603501.SH,603933.SH,603986.SH,688002.SH,688008.SH,688018.SH,688019.SH,688099.SH,000670.SZ,002049.SZ,002077.SZ,002079.SZ,002119.SZ,002156.SZ,002185.SZ,002371.SZ,300046.SZ,300053.SZ,300077.SZ,300139.SZ,300223.SZ,300327.SZ,300346.SZ,300373.SZ,300458.SZ,300493.SZ,300613.SZ,300623.SZ,300661.SZ,300666.SZ,300671.SZ,300672.SZ,300706.SZ,300782.SZ,600171.SH,600198.SH,600360.SH,600460.SH,600584.SH,600667.SH,603005.SH,603068.SH,603160.SH,603501.SH,603933.SH,603986.SH,688002.SH,688008.SH,688018.SH,688019.SH,688099.SH,000670.SZ,002049.SZ,002077.SZ,002079.SZ,002119.SZ,002156.SZ,002185.SZ,002371.SZ,300046.SZ,300053.SZ,300077.SZ,300139.SZ,300223.SZ,300327.SZ,300346.SZ,300373.SZ,300458.SZ,300493.SZ,300613.SZ,300623.SZ,300661.SZ,300666.SZ,300671.SZ,300672.SZ,300706.SZ,300782.SZ,600171.SH,600198.SH,600360.SH,600460.SH,600584.SH,600667.SH,603005.SH,603068.SH,603160.SH,603501.SH,603933.SH,603986.SH,688002.SH,688008.SH,688018.SH,688019.SH,688099.SH,000670.SZ,002049.SZ,002077.SZ,002079.SZ,002119.SZ,002156.SZ,002185.SZ,002371.SZ,300046.SZ,300053.SZ,300077.SZ,300139.SZ,300223.SZ,300327.SZ,300346.SZ,300373.SZ,300458.SZ,300493.SZ,300613.SZ,300623.SZ,300661.SZ,300666.SZ,300671.SZ,300672.SZ,300706.SZ,300782.SZ,600171.SH,600198.SH,600360.SH,600460.SH,600584.SH,600667.SH,603005.SH,603068.SH,603160.SH,603501.SH,603933.SH,603986.SH,688002.SH,688008.SH,688018.SH,688019.SH,688099.SH
2014/1/16,0,0.2802,-1.0204,0.1511,1.992,0.33,-3.1773,-0.9005,-0.6488,-1.6992,-3.2051,-1.6619,-3.2561,2.7532,0.176,,,,,,,,,,,,-2.515,-2.8571,-0.7538,0.6289,-0.936,5.9322,,,,,,,,,,,,,2.3025,0.8878,5.5691,4.9598,1.8477,1.2619,0.458,5.9517,4.2011,3.3814,1.1646,11.6058,18.583,6.3122,,,,,,,,,,,,1.0172,1.6162,0.6287,2.1626,1.3048,3.4422,,,,,,,,,,,,2354059136,5004328480,1466640000,4775918524,1491456000,3951189658,7520693463,6824033159,1092210000,1707729108,4223410204,2046386798,1735254449,1922280689,1258597972,,,,,,,,,,,,5484795272,6285039518,2678416000,5556224000,5417398424,4467278520,,,,,,,,,,,,719.7059,55.7796,27.1118,114.1504,91.6151,65.1363,37.7818,71.4359,43.3253,82.6001,1402.6421,40.6509,151.0599,105.4961,66.1294,,,,,,,,,,,,135.7831,66.4418,66.293,53.2665,487.0786,358.6218,,,,,,,,,,,,19.2051,6.4635,1.5919,3.8803,2.2215,1.7513,4.2377,4.0371,2.0968,3.638,2.4278,2.2647,3.5835,4.8391,3.5094,,,,,,,,,,,,3.1063,4.4792,1.5008,2.7198,2.2272,2.8637,,,,,,,,,,,,38.6666,16.5228,0.5447,5.8926,1.2462,2.2357,3.0749,8.5681,7.9072,15.3004,15.155,9.1274,40.7305,8.2476,29.6594,,,,,,,,,,,,9.3675,1.3063,2.3363,3.7486,1.0618,1.1243,,,,,,,,,,,
2014/1/17,0,-4.8902,-2.2337,4.0724,-1.3021,2.7961,-3.0225,-0.5261,0.7347,3.1115,1.2417,-0.7007,6.9467,-3.2861,-1.8821,,,,,,,,,,,,-0.1229,0.5022,1.0127,1.0937,-3.4646,-0.2667,,,,,,,,,,,,,3.0789,0.8169,5.6949,3.299,3.1065,1.5507,0.3071,6.2871,8.3306,3.6883,1.412,17.8919,13.8823,3.1054,,,,,,,,,,,,1.243,1.1804,0.5535,2.8321,1.3688,2.0736,,,,,,,,,,,,2354059136,4759605829,1433880000,4970412944,1472036000,4061667000,7293384075,6788134371,1100234400,1760865018,4275853212,2032046907,1855797165,1859111708,1234910432,,,,,,,,,,,,5478057194,6316599975,2705539200,5616995200,5229709029,4455365777,,,,,,,,,,,,719.7059,53.0519,26.5062,118.7991,90.4222,66.9576,36.6398,71.0601,43.6436,85.1702,1420.059,40.3661,161.5536,102.0293,64.8848,,,,,,,,,,,,135.6163,66.7755,66.9643,53.8491,470.2035,357.6654,,,,,,,,,,,,19.2051,6.1475,1.5563,4.0383,2.1926,1.8003,4.1096,4.0158,2.1122,3.7512,2.4579,2.2488,3.8324,4.68,3.4434,,,,,,,,,,,,3.1025,4.5017,1.516,2.7496,2.1501,2.856,,,,,,,,,,,,38.6666,15.7148,0.5326,6.1326,1.23,2.2982,2.982,8.523,7.9653,15.7765,15.3431,9.0635,43.5599,7.9766,29.1012,,,,,,,,,,,,9.356,1.3128,2.36,3.7896,1.025,1.1213,,,,,,,,,,,
2014/1/20,0,-1.595,0.1757,-1.4493,1.1873,0.8,-2.6714,-2.8846,-7.1313,0,-2.3712,-1.868,-3.2729,-1.4114,-1.6113,,,,,,,,,,,,0.861,2.2841,-0.7519,-0.3091,1.9576,0.5348,,,,,,,,,,,,,1.7716,0.3794,5.2057,2.2539,2.282,1.1315,0.4157,6.0391,,3.7403,1.2134,10.1102,10.9025,2.9111,,,,,,,,,,,,0.8404,1.7231,0.4709,1.9382,1.0374,1.8664,,,,,,,,,,,,2354059136,4683691864,1436400000,4898377974,1489514000,4094160336,7098547456,6592322803,1021773600,1760865018,4174463397,1994088372,1795058587,1832872285,1215012898,,,,,,,,,,,,5525223739,6460876348,2685196800,5599632000,5332085063,4479191263,,,,,,,,,,,,719.7059,52.2057,26.5528,117.0774,91.4958,67.4933,35.661,69.0103,40.5313,85.1702,1386.3863,39.612,156.2661,100.5893,63.8393,,,,,,,,,,,,136.784,68.3007,66.4608,53.6826,479.4081,359.5781,,,,,,,,,,,,19.2051,6.0494,1.5591,3.9798,2.2186,1.8147,3.9998,3.9,1.9616,3.7512,2.3997,2.2068,3.707,4.614,3.3879,,,,,,,,,,,,3.1292,4.6045,1.5046,2.7411,2.1922,2.8713,,,,,,,,,,,,38.6666,15.4642,0.5335,6.0437,1.2446,2.3166,2.9023,8.2772,7.3973,15.7765,14.9793,8.8942,42.1343,7.864,28.6323,,,,,,,,,,,,9.4365,1.3428,2.3422,3.7779,1.0451,1.1273,,,,,,,,,,,
2014/1/21,0,-3.4549,1.2281,2.2059,1.4342,0.1587,4.3001,2.7228,10.0349,0,2.8894,2.6227,3.0193,10.0212,1.7156,,,,,,,,,,,,3.7805,0.2791,2.0202,3.876,6.88,-0.5319,,,,,,,,,,,,,5.0395,0.4618,5.243,5.0798,1.901,1.929,0.559,10.7539,,2.1453,1.071,10.7831,14.8338,4.1964,,,,,,,,,,,,1.0541,1.9859,0.9417,3.4181,2.1614,2.2602,,,,,,,,,,,,2354059136,4521875255,1454040000,5006430429,1510876000,4100659003,7403791492,6771816741,1124307600,1760865018,4295082314,2046386798,1849256087,2016548246,1235857933,,,,,,,,,,,,5734104148,6478910895,2739443200,5816672000,5698932515,4455365777,,,,,,,,,,,,719.7059,50.4021,26.8789,119.66,92.808,67.6004,37.1945,70.8893,44.5986,85.1702,1426.4452,40.6509,160.9841,110.6695,64.9346,,,,,,,,,,,,141.9551,68.4913,67.8034,55.7634,512.3914,357.6654,,,,,,,,,,,,19.2051,5.8404,1.5782,4.0675,2.2504,1.8176,4.1718,4.0062,2.1584,3.7512,2.469,2.2647,3.8189,5.0764,3.446,,,,,,,,,,,,3.2475,4.6174,1.535,2.8473,2.343,2.856,,,,,,,,,,,,38.6666,14.9299,0.54,6.1771,1.2624,2.3203,3.0271,8.5025,8.1396,15.7765,15.4121,9.1274,43.4064,8.6521,29.1235,,,,,,,,,,,,9.7933,1.3466,2.3896,3.9243,1.117,1.1213,,,,,,,,,,,
2014/1/22,0,5.7875,1.9064,-1.295,-0.1285,0.7924,6.2281,3.0361,3.8858,0,4.4363,1.6488,-3.8656,-0.7711,-0.0256,,,,,,,,,,,,3.6428,6.8894,0.9901,-0.2985,0.4491,6.4171,,,,,,,,,,,,,4.1574,1.0021,4.4906,2.5592,2.3458,2.1474,0.4535,15.0139,,5.1108,1.5248,17.4625,19.3532,8.2183,,,,,,,,,,,,1.6783,4.7804,1.2225,3.3829,2.5999,4.7831,,,,,,,,,,,,2354059136,4783578660,1481760000,4941598956,1508934000,4133152339,7864904821,6977418887,1167996000,1760865018,4485625242,2080127718,1777771453,2000998958,1235542099,,,,,,,,,,,,5942984558,6925265925,2766566400,5799308800,5724526523,4741271603,,,,,,,,,,,,719.7059,53.3191,27.3913,118.1104,92.6887,68.136,39.511,73.0416,46.3316,85.1702,1489.7266,41.3212,154.7612,109.8162,64.918,,,,,,,,,,,,147.1262,73.2099,68.4748,55.5969,514.6925,380.6172,,,,,,,,,,,,19.2051,6.1784,1.6083,4.0149,2.2475,1.832,4.4316,4.1278,2.2423,3.7512,2.5785,2.3021,3.6713,5.0372,3.4451,,,,,,,,,,,,3.3658,4.9355,1.5502,2.8388,2.3535,3.0393,,,,,,,,,,,,38.6666,15.794,0.5503,6.0971,1.2608,2.3387,3.2156,8.7607,8.4559,15.7765,16.0959,9.2779,41.7285,8.5854,29.1161,,,,,,,,,,,,10.15,1.4393,2.4132,3.9126,1.122,1.1933,,,,,,,,,,,
2014/1/23,0,1.4826,0.3401,-0.2915,1.5444,2.8302,1.4038,2.8999,-0.0763,0,0.7015,2.1898,-0.5256,-1.3599,2.2495,,,,,,,,,,,,5.3288,0.1953,3.6765,1.0479,2.3845,3.2663,,,,,,,,,,,,,3.6024,1.1152,4.0382,3.2861,3.7174,2.5211,0.75,9.7114,,4.912,2.0714,11.0266,13.8066,7.0812,11.4875,,,,,,,,,,,2.407,3.238,2.3233,2.9182,2.9897,4.3825,,,,,,,,,,,,2354059136,4854498286,1486800000,4927191962,1532238000,4250128349,7975312238,7179757508,1167104400,1760865018,4517091046,2125677960,1768427057,1973787705,1263335480,583186000,,,,,,,,,,,6259674211,6938791835,2868278400,5860080000,5861027901,4896137258,,,,,,,,,,,,719.7059,54.1096,27.4845,117.7661,94.1202,70.0644,40.0656,75.1597,46.2962,85.1702,1500.1768,42.226,153.9477,108.3228,66.3783,23.3996,,,,,,,,,,,154.9663,73.3529,70.9922,56.1795,526.9654,393.0495,,,,,,,,,,,,19.2051,6.27,1.6138,4.0032,2.2822,1.8838,4.4938,4.2475,2.2406,3.7512,2.5966,2.3525,3.652,4.9687,3.5226,6.0582,,,,,,,,,,,3.5451,4.9451,1.6072,2.8686,2.4096,3.1386,,,,,,,,,,,,38.6666,16.0281,0.5522,6.0793,1.2803,2.4048,3.2608,9.0147,8.4494,15.7765,16.2088,9.4811,41.5092,8.4686,29.771,4.4009,,,,,,,,,,,10.6909,1.4422,2.5019,3.9536,1.1488,1.2323,,,,,,,,,,,
2014/1/24,0,0.2881,2.0339,2.7778,-1.2674,1.2232,-0.9772,1.9091,4.0489,0,0.8127,0.7937,1.9815,2.4126,1.575,9.9965,,,,,,,,,,,3.6598,4.4185,2.1277,-0.4444,2.329,-0.2433,,,,,,,,,,,,,3.1905,1.1888,5.4281,2.7203,2.7148,2.0211,1.2884,10.8889,,3.3502,2.1712,13.8954,16.061,5.2208,6.3982,,,,,,,,,,,2.2224,5.1967,3.8416,3.172,3.041,2.4813,,,,,,,,,,,,2354059136,4868482437,1517040000,5064058405,1512818000,4302117686,7897377591,7316825606,1214359200,1760865018,4553801151,2142548420,1803468544,2021407398,1283233014,641484000,,,,,,,,,,,6488768854,7245379129,2929305600,5834035200,5997529278,4884224515,,,,,,,,,,,,719.7059,54.2654,28.0435,121.0373,92.9273,70.9215,39.6741,76.5946,48.1707,85.1702,1512.3686,42.5611,156.9982,110.9362,67.4238,25.7388,,,,,,,,,,,160.6378,76.594,72.5027,55.9298,539.2382,392.0931,,,,,,,,,,,,19.2051,6.2881,1.6466,4.1144,2.2533,1.9069,4.4499,4.3286,2.3313,3.7512,2.6177,2.3711,3.7244,5.0886,3.5781,6.6638,,,,,,,,,,,3.6749,5.1636,1.6414,2.8558,2.4657,3.131,,,,,,,,,,,,38.6666,16.0743,0.5634,6.2482,1.2641,2.4343,3.2289,9.1868,8.7915,15.7765,16.3405,9.5563,42.3317,8.6729,30.2399,4.8409,,,,,,,,,,,11.0822,1.5059,2.5552,3.936,1.1755,1.2293,,,,,,,,,,,
2014/1/27,0,1.6619,-1.3289,-1.5647,-1.4121,-0.4532,2.4671,-0.9367,-4.7724,0,2.8407,-2.0472,2.8497,1.9231,-1.5506,9.9872,,,,,,,,,,,0.8307,-2.0535,-0.463,3.7202,3.4139,2.439,,,,,,,,,,,,,3.3161,0.8345,4.2494,2.7511,2.8608,1.9727,0.727,9.6461,,5.8264,2.2315,16.9768,14.2909,3.5164,4.2434,,,,,,,,,,,1.9309,4.2951,2.1161,4.0283,2.9407,2.6858,,,,,,,,,,,,2354059136,4949390742,1496880000,4984819938,1491456000,4282621685,8092214209,7248291557,1156405200,1760865018,4683160570,2098685224,1854862725,2060280618,1263335480,705550000,,,,,,,,,,,6542673476,7096594119,2915744000,6051075200,6202281345,5003351942,,,,,,,,,,,,719.7059,55.1673,27.6708,119.1434,91.6151,70.6001,40.6529,75.8772,45.8718,85.1702,1555.3303,41.6898,161.4722,113.0696,66.3783,28.3093,,,,,,,,,,,161.9723,75.0211,72.167,58.0105,557.6475,401.6564,,,,,,,,,,,,19.2051,6.3926,1.6247,4.05,2.2215,1.8982,4.5597,4.2881,2.22,3.7512,2.6921,2.3226,3.8305,5.1865,3.5226,7.3294,,,,,,,,,,,3.7054,5.0576,1.6338,2.9621,2.5499,3.2073,,,,,,,,,,,,38.6666,16.3414,0.556,6.1504,1.2462,2.4232,3.3086,9.1008,8.372,15.7765,16.8047,9.3607,43.538,8.8397,29.771,5.3243,,,,,,,,,,,11.1742,1.4749,2.5433,4.0824,1.2156,1.2592,,,,,,,,,,,
2014/1/28,0,-3.6932,0.5051,-3.4682,3.6458,-1.8209,-1.2841,4.4124,-1.3878,-3.6882,-2.165,-1.6479,-6.272,-3.2547,-1.25,10.0146,,,,,,,,,,,-0.4119,9.1487,-3.0233,-2.0086,-0.9629,0.2381,,,,,,,,,,,,,3.1465,0.5728,4.083,4.1491,2.2283,1.5052,1.4877,5.1831,8.6056,3.0317,2.0637,14.5199,9.1108,2.432,59.8208,,,,,,,,,,,1.3796,5.2126,2.081,3.4267,1.8534,2.6953,,,,,,,,,,,,2354059136,4766597905,1504440000,4811936009,1545832000,4204637678,7988301346,7568117119,1140356400,1695921128,4581770755,2064100781,1738524987,1993224314,1247543787,776208000,,,,,,,,,,,6515721165,7745837799,2827593600,5929532800,6142561992,5015264685,,,,,,,,,,,,719.7059,53.1298,27.8105,115.0113,94.9553,69.3145,40.1309,79.2252,45.2352,82.029,1521.6576,41.0028,151.3446,109.3895,65.5486,31.1444,,,,,,,,,,,161.305,81.8845,69.9852,56.8453,552.2781,402.6127,,,,,,,,,,,,19.2051,6.1565,1.6329,3.9095,2.3025,1.8637,4.5012,4.4773,2.1892,3.6129,2.6338,2.2843,3.5903,5.0177,3.4786,8.0634,,,,,,,,,,,3.6901,5.5203,1.5844,2.9026,2.5254,3.215,,,,,,,,,,,,38.6666,15.7379,0.5588,5.9371,1.2917,2.3791,3.2661,9.5023,8.2558,15.1947,16.4409,9.2064,40.8073,8.552,29.3989,5.8575,,,,,,,,,,,11.1282,1.6099,2.4664,4.0004,1.2039,1.2622,,,,,,,,,,,
2014/1/29,0,-1.404,1.675,1.3473,-0.5025,2.473,0.0813,-1.5955,0.86,10.0087,2.0603,0.5313,-0.5644,0.8776,0.5063,0,,,,,,,,,,,1.1375,-1.3388,0.9592,0.4392,0.8333,1.1876,,,,,,,,,,,,,3.8451,0.9618,2.3226,2.5481,1.7798,1.1185,0.533,4.4668,5.7611,2.3698,1.3405,7.0886,10.0228,2.1352,,,,,,,,,,,,1.1623,3.5406,0.893,2.083,1.4684,1.2108,,,,,,,,,,,,2354059136,4699673752,1529640000,4876767483,1538064000,4308616354,7994795900,7447366651,1377720000,1865660840,4676168169,2075066580,1728713371,2010717263,1253860464,776208000,,,,,,,,,,,6589840020,7642139156,2854716800,5955577600,6193750009,5074828399,,,,,,,,,,,,719.7059,52.3838,28.2764,116.5609,94.4781,71.0286,40.1635,77.9611,45.6242,90.239,1553.0081,41.2206,150.4905,110.3495,65.8805,31.1444,,,,,,,,,,,163.1399,80.7883,70.6565,57.095,556.8805,407.3943,,,,,,,,,,,,19.2051,6.0701,1.6603,3.9622,2.2909,1.9097,4.5048,4.4058,2.2081,3.9745,2.6881,2.2964,3.57,5.0617,3.4962,8.0634,,,,,,,,,,,3.7321,5.4464,1.5996,2.9153,2.5464,3.2531,,,,,,,,,,,,38.6666,15.5169,0.5681,6.0171,1.2852,2.4379,3.2687,9.3507,8.3268,16.7154,16.7796,9.2554,40.577,8.6271,29.5477,5.8575,,,,,,,,,,,11.2548,1.5883,2.4901,4.018,1.214,1.2772,,,,,,,,,,,
2014/1/30,0,-1.594,-1.318,-5.0222,-1.0101,-3.0166,-1.381,0.3506,-3.9535,7.0411,3.1776,-0.5691,-2.6757,-5.4132,-2.2166,-1.2473,,,,,,,,,,,1.7382,-0.59,-1.9002,-3.6443,-1.5152,-3.0516,,,,,,,,,,,,,2.9374,0.43,2.9022,1.9092,1.1106,1.3657,0.4054,4.0639,13.0195,3.2703,0.9166,6.3118,9.7131,1.4556,40.5526,,,,,,,,,,,1.8123,3.5307,0.9909,2.3148,1.2991,1.5145,,,,,,,,,,,,2354059136,4624758655,1509480000,4631848584,1522528000,4178643010,7884388483,7473474861,1323252000,1997024618,4824756690,2063257258,1682458608,1901872249,1226067083,766526000,,,,,,,,,,,6704387341,7597052789,2800470400,5738537600,6099905312,4919962743,,,,,,,,,,,,719.7059,51.5488,27.9037,110.707,93.5238,68.886,39.6089,78.2344,43.8205,96.5929,1602.356,40.986,146.4638,104.376,64.4201,30.7559,,,,,,,,,,,165.9757,80.3117,69.3139,55.0143,548.4429,394.9621,,,,,,,,,,,,19.2051,5.9733,1.6384,3.7632,2.2678,1.8521,4.4426,4.4213,2.1208,4.2543,2.7735,2.2834,3.4745,4.7877,3.4187,7.9628,,,,,,,,,,,3.797,5.4143,1.5692,2.8091,2.5078,3.1539,,,,,,,,,,,,38.6666,15.2696,0.5606,5.7149,1.2722,2.3644,3.2236,9.3835,7.9976,17.8924,17.3128,9.2027,39.4913,8.16,28.8928,5.7845,,,,,,,,,,,11.4504,1.579,2.4428,3.8716,1.1956,1.2383,,,,,,,,,,,
2014/2/7,0,6.2635,2.6711,6.2208,2.6786,3.4215,6.1779,-0.8734,10.0081,6.8736,7.971,2.7392,1.7495,4.2412,-0.0515,5.993,,,,,,,,,,,2.6131,2.8487,2.6634,7.1104,3.9161,5.0847,,,,,,,,,,,,,3.9321,1.0684,2.9293,2.6834,1.6791,2.187,0.7724,5.982,14.829,6.2579,1.4793,4.8653,7.0404,4.5731,32.4558,,,,,,,,,,,2.0003,2.3436,1.381,3.2343,2.0151,3.4268,,,,,,,,,,,,2354059136,4914430363,1549800000,4919988465,1563310000,4321613688,8371480029,7408204338,1455684000,2134292385,5209338745,2119773299,1711893457,1982534179,1225435416,812464000,,,,,,,,,,,6879577362,7813467349,2875059200,6146572800,6338782722,5170130340,,,,,,,,,,,,719.7059,54.7776,28.6491,117.5939,96.0289,71.2429,42.0559,77.5512,48.206,103.2323,1730.08,42.1087,149.0262,108.8028,64.387,32.5991,,,,,,,,,,,170.3128,82.5995,71.16,58.9261,569.9204,415.0449,,,,,,,,,,,,19.2051,6.3474,1.6821,3.9973,2.3285,1.9155,4.7171,4.3827,2.333,4.5467,2.9945,2.3459,3.5353,4.9907,3.417,8.44,,,,,,,,,,,3.8962,5.5685,1.611,3.0088,2.606,3.3142,,,,,,,,,,,,38.6666,16.226,0.5756,6.0704,1.3063,2.4453,3.4227,9.3016,8.798,19.1223,18.6928,9.4548,40.1822,8.5061,28.8779,6.1311,,,,,,,,,,,11.7496,1.6239,2.5078,4.1469,1.2424,1.3012,,,,,,,,,,,
2014/2/10,0,6.1992,3.252,5.2709,1.8634,3.7594,2.7153,9.2511,9.978,0.2075,1.7785,1.7111,2.2107,2.8922,2.1134,9.9899,,,,,,,,,,,1.0774,3.3468,3.5377,4.096,7.6716,1.8433,,,,,,,,,,,,,6.4429,1.8221,6.2887,3.5256,3.026,3.3213,2.4196,4.2697,11.8142,6.1416,2.9026,9.5604,10.2013,4.2107,18.5458,,,,,,,,,,,3.7996,3.5395,3.1492,4.8448,5.0662,3.8287,6.6064,,,,,,,,,,,2354059136,5219085091,1600200000,5179314357,1592440000,4484080368,8598789417,8093544827,1600932000,2138720378,5301988058,2156044788,1749738263,2039872178,1251333793,893628000,,,,,,,,,,,6953696217,8074968276,2976771200,6398339200,6825068880,5265432282,1563642254,,,,,,,,,,,719.7059,58.1733,29.5807,123.7921,97.8182,73.9212,43.1978,84.7255,53.016,103.4465,1760.8499,42.8292,152.3208,111.9496,65.7477,35.8557,,,,,,,,,,,172.1477,85.3639,73.6775,61.3397,613.6424,422.6955,40.6848,,,,,,,,,,,19.2051,6.7409,1.7368,4.208,2.3719,1.9875,4.8451,4.7881,2.5658,4.5562,3.0478,2.3861,3.6134,5.1351,3.4892,9.2832,,,,,,,,,,,3.9382,5.7549,1.668,3.1321,2.806,3.3753,8.3308,,,,,,,,,,,38.6666,17.2319,0.5943,6.3904,1.3306,2.5372,3.5157,10.1621,9.6758,19.1619,19.0253,9.6165,41.0705,8.7521,29.4882,6.7436,,,,,,,,,,,11.8762,1.6783,2.5966,4.3167,1.3377,1.3252,13.8857,,,,,,,,,,
2014/2/11,0,0.0383,0.9449,1.2517,0.4878,1.8841,-2.3414,1.2097,2.535,3.1056,-3.363,-1.4085,-1.7891,-2.9538,-4.5936,3.8497,,,,,,,,,,,6.8798,-1.8425,-0.6834,2.578,6.5,1.1312,10.0036,,,,,,,,,,,,4.5575,2.2784,5.4569,3.4564,3.9446,2.9783,1.7074,15.5584,11.6058,4.7654,2.7984,8.0851,9.532,7.0975,36.6224,,,,,,,,,,,3.9413,4.5446,2.8231,4.0513,7.7047,3.0055,8.9394,,,,,,,,,,,2354059136,5221082827,1615320000,5244145831,1600208000,4568563042,8397458244,8191450611,1641516000,2205140265,5123681833,2125677960,1718434535,1979618688,1193852029,928030000,,,,,,,,,,,7432099736,7926183266,2956428800,6563289600,7268698357,5324995996,1720063154,,,,,,,,,,,719.7059,58.1956,29.8602,125.3417,98.2954,75.3139,42.1864,85.7504,54.36,106.6591,1701.6324,42.226,149.5957,108.6428,62.7275,37.2361,,,,,,,,,,,183.9912,83.791,73.174,62.921,653.5291,427.4771,44.7548,,,,,,,,,,,19.2051,6.7435,1.7533,4.2607,2.3835,2.025,4.7317,4.846,2.6308,4.6977,2.9453,2.3525,3.5488,4.9834,3.3289,9.6405,,,,,,,,,,,4.2091,5.6488,1.6566,3.2128,2.9883,3.4135,9.1642,,,,,,,,,,,38.6666,17.2385,0.5999,6.4703,1.3371,2.585,3.4334,10.285,9.9211,19.757,18.3854,9.4811,40.3357,8.4936,28.1336,7.0032,,,,,,,,,,,12.6933,1.6474,2.5788,4.428,1.4247,1.3402,15.2747,,,,,,,,,,
2014/2/12,0,-0.8035,1.092,3.4341,0.6068,9.9573,4.4857,0.1992,-1.1061,-3.6145,2.6953,4.4048,10.0054,9.2293,-0.3439,8.7236,,,,,,,,,,,-1.4506,4.0956,10.0917,-0.1323,-1.2911,4.4743,10.0165,,,,,,,,,,,,2.1652,1.6342,6.1103,3.4313,2.1047,4.132,1.1433,10.4458,8.5438,3.7495,4.3118,16.1147,15.7191,6.2801,30.5616,,,,,,,,,,,2.4879,4.4019,11.3063,3.8392,6.21,5.1039,3.7894,,,,,,,,,,,2354059136,5179130373,1632960000,5424233256,1609918000,5023469746,8774142373,8207768242,1623360000,2125436400,5261781753,2219309013,1890371432,2162322818,1189746188,1008988000,,,,,,,,,,,7324290493,8250805106,3254784000,6554608000,7174853660,5563250850,1892352840,,,,,,,,,,,719.7059,57.728,30.1863,129.646,98.8918,82.8131,44.0787,85.9212,53.7588,102.8039,1747.497,44.086,164.5634,118.6697,62.5118,40.4844,,,,,,,,,,,181.3222,87.2228,80.5585,62.8378,645.0915,446.6036,49.2377,,,,,,,,,,,19.2051,6.6893,1.7724,4.407,2.3979,2.2266,4.944,4.8557,2.6017,4.5279,3.0247,2.4561,3.9038,5.4433,3.3174,10.4815,,,,,,,,,,,4.1481,5.8802,1.8238,3.2085,2.9498,3.5662,10.0821,,,,,,,,,,,38.6666,17.1,0.6065,6.6925,1.3452,2.8424,3.5874,10.3055,9.8114,19.0429,18.881,9.8987,44.3715,9.2775,28.0369,7.6142,,,,,,,,,,,12.5091,1.7148,2.8391,4.4221,1.4063,1.4002,16.8047,,,,,,,,,,
