ÈÕÆÚ,000532.SZ,000636.SZ,000701.SZ,000733.SZ,000823.SZ,002134.SZ,002138.SZ,002199.SZ,002222.SZ,002288.SZ,002384.SZ,002436.SZ,002463.SZ,002484.SZ,002579.SZ,002618.SZ,002636.SZ,002815.SZ,002913.SZ,002916.SZ,002938.SZ,300408.SZ,300460.SZ,300476.SZ,300657.SZ,300726.SZ,300739.SZ,600183.SH,600237.SH,600563.SH,600601.SH,603186.SH,603228.SH,603267.SH,603328.SH,603386.SH,603678.SH,603738.SH,603920.SH,603936.SH,603989.SH,000532.SZ,000636.SZ,000701.SZ,000733.SZ,000823.SZ,002134.SZ,002138.SZ,002199.SZ,002222.SZ,002288.SZ,002384.SZ,002436.SZ,002463.SZ,002484.SZ,002579.SZ,002618.SZ,002636.SZ,002815.SZ,002913.SZ,002916.SZ,002938.SZ,300408.SZ,300460.SZ,300476.SZ,300657.SZ,300726.SZ,300739.SZ,600183.SH,600237.SH,600563.SH,600601.SH,603186.SH,603228.SH,603267.SH,603328.SH,603386.SH,603678.SH,603738.SH,603920.SH,603936.SH,603989.SH,000532.SZ,000636.SZ,000701.SZ,000733.SZ,000823.SZ,002134.SZ,002138.SZ,002199.SZ,002222.SZ,002288.SZ,002384.SZ,002436.SZ,002463.SZ,002484.SZ,002579.SZ,002618.SZ,002636.SZ,002815.SZ,002913.SZ,002916.SZ,002938.SZ,300408.SZ,300460.SZ,300476.SZ,300657.SZ,300726.SZ,300739.SZ,600183.SH,600237.SH,600563.SH,600601.SH,603186.SH,603228.SH,603267.SH,603328.SH,603386.SH,603678.SH,603738.SH,603920.SH,603936.SH,603989.SH,000532.SZ,000636.SZ,000701.SZ,000733.SZ,000823.SZ,002134.SZ,002138.SZ,002199.SZ,002222.SZ,002288.SZ,002384.SZ,002436.SZ,002463.SZ,002484.SZ,002579.SZ,002618.SZ,002636.SZ,002815.SZ,002913.SZ,002916.SZ,002938.SZ,300408.SZ,300460.SZ,300476.SZ,300657.SZ,300726.SZ,300739.SZ,600183.SH,600237.SH,600563.SH,600601.SH,603186.SH,603228.SH,603267.SH,603328.SH,603386.SH,603678.SH,603738.SH,603920.SH,603936.SH,603989.SH,000532.SZ,000636.SZ,000701.SZ,000733.SZ,000823.SZ,002134.SZ,002138.SZ,002199.SZ,002222.SZ,002288.SZ,002384.SZ,002436.SZ,002463.SZ,002484.SZ,002579.SZ,002618.SZ,002636.SZ,002815.SZ,002913.SZ,002916.SZ,002938.SZ,300408.SZ,300460.SZ,300476.SZ,300657.SZ,300726.SZ,300739.SZ,600183.SH,600237.SH,600563.SH,600601.SH,603186.SH,603228.SH,603267.SH,603328.SH,603386.SH,603678.SH,603738.SH,603920.SH,603936.SH,603989.SH,000532.SZ,000636.SZ,000701.SZ,000733.SZ,000823.SZ,002134.SZ,002138.SZ,002199.SZ,002222.SZ,002288.SZ,002384.SZ,002436.SZ,002463.SZ,002484.SZ,002579.SZ,002618.SZ,002636.SZ,002815.SZ,002913.SZ,002916.SZ,002938.SZ,300408.SZ,300460.SZ,300476.SZ,300657.SZ,300726.SZ,300739.SZ,600183.SH,600237.SH,600563.SH,600601.SH,603186.SH,603228.SH,603267.SH,603328.SH,603386.SH,603678.SH,603738.SH,603920.SH,603936.SH,603989.SH
2019/2/12,1.6411,4.4776,0.692,2.294,0.9101,2.7304,1.1678,3.1488,0.3738,1.1876,4.8841,2.8169,-0.663,0.9217,6.2032,5.3741,1.5979,1.8705,-0.7358,-0.8969,6.1056,2.8177,0.8383,4.5226,4.4335,0.8279,2.7916,0.4771,2.6239,1.1455,1.8519,8.815,1.5001,,2.3364,2.4557,2.1714,0.8709,1.5652,1.2666,3.5829,1.9259,7.6359,0.8914,1.6206,4.6873,0.7204,0.9384,0.5904,2.0736,5.2218,8.2662,1.428,3.182,1.5266,5.0702,2.612,2.2612,2.8675,10.1259,4.1614,20.7191,0.7883,0.665,2.1491,4.4109,2.6018,9.2675,0.6686,1.2578,0.7059,0.7434,13.0716,0.9998,,0.9077,7.1265,1.5144,3.4638,2.2148,3.0817,0.4326,3190961213,10026274843,2199345129,5650880305,4762484941,1480015603,11506598872,2312702449,4542214489,3409463553,14724189659,5526850852,15046608247,5017161638,3444810302,8487280800,1880401841,3103418059,1603298760,8353273498,4458750052,30728220308,1416868764,9480107657,2237435178,1849051188,952644000,22297179282,1986580869,10530000000,6035950811,1665261676,4224684904,,10866418190,851258500,7858455290,748674775.9,1497493010,2809806500,7554332968,58.5766,9.8573,105.062,23.9354,17.6506,-24.9761,27.9285,-29.4129,30.5262,114.9888,25.097,30.3512,27.1871,21.9916,45.3865,333.9449,18.9588,20.9972,27.4301,41.2325,16.0895,24.6032,-63.5527,25.2462,29.9099,30.5918,31.4254,22.2867,208.4531,23.3039,109.5797,39.3157,26.6777,,16.7024,43.9317,23.6539,55.617,21.1732,30.2892,25.2914,4.0643,1.8454,0.5361,1.2847,1.4374,3.9101,3.1097,6.0581,5.2313,2.5597,2.419,2.5625,3.8682,1.6484,3.6633,4.9463,2.2089,4.0498,3.014,7.7233,2.4926,4.6403,2.1587,3.228,5.9139,4.3917,3.0399,3.4826,1.5957,4.2877,1.8684,4.38,5.1685,,2.4447,4.6276,2.8365,3.1754,1.9982,1.6617,3.6679,6.0372,2.1891,0.0364,1.1613,0.9639,3.772,5.6587,13.0455,9.3449,2.8482,1.0267,1.8763,2.8214,2.7315,2.1016,24.702,1.5081,3.2194,2.932,3.7818,1.7245,8.6518,4.4418,2.9074,1.5686,10.7206,3.368,1.861,2.2438,6.117,1.0587,1.7595,4.295,,3.2817,2.7061,3.8931,3.308,2.2058,1.9385,3.4884
2019/2/13,2.0452,10,2.4055,1.495,5.9752,2.1595,1.8226,10,6.9832,10.0939,1.5785,2.7397,0.3337,1.9787,3.0211,3.8735,3.5387,2.6836,0.6289,-0.2262,2.9031,1.7195,2.9691,2.5641,6.6627,4.3402,4.9467,2.6591,9.9432,1.7308,3.6364,0.8853,1.7274,,0.8219,5.2597,2.5847,2.5903,4.3664,0.5956,1.652,2.7025,15.6784,0.8946,1.7377,8.8598,1.0412,1.3666,1.2351,6.1279,6.4762,7.244,1.9629,3.8949,1.6954,6.8721,3.7889,4.4862,3.907,13.3588,5.2563,22.376,0.9521,0.8632,1.697,8.3865,4.8116,16.8977,1.2096,3.8905,0.9473,1.4126,12.2299,2.3992,,0.9052,13.508,2.4755,5.9193,5.7832,3.3286,0.3945,3256223068,11028902328,2252250338,5735361904,5047052813,1511976073,11716318171,2543972693,4859408239,3753611282,14956615700,5678271423,15096819398,5116435764,3548883121,8816032800,1946942929,3186701877,1613382400,8334374690,4588190178,31256593790,1458937314,9723187341,2386509574,1929303263,999768000,22890076737,2184110217,10712250000,6255439931,1680005029,4297664106,,10955731216,896031750,8061574467,768067450.7,1562880119,2826541500,7679133512,59.7746,10.8431,107.5893,24.2933,18.7052,-25.5155,28.4375,-32.3542,32.658,126.5956,25.4932,31.1827,27.2778,22.4267,46.7577,346.8801,19.6296,21.5606,27.6026,41.1392,16.5566,25.0263,-65.4397,25.8935,31.9027,31.9195,32.9799,22.8794,229.1799,23.7072,113.5644,39.6638,27.1386,,16.8397,46.2424,24.2653,57.0577,22.0977,30.4696,25.7092,4.1474,2.0299,0.549,1.3039,1.5233,3.9945,3.1663,6.6639,5.5967,2.8181,2.4572,2.6327,3.8811,1.681,3.774,5.1379,2.2871,4.1585,3.033,7.7058,2.565,4.7201,2.2228,3.3108,6.3079,4.5823,3.1903,3.5752,1.7543,4.3619,1.9363,4.4188,5.2577,,2.4648,4.871,2.9098,3.2576,2.0854,1.6716,3.7285,6.1607,2.408,0.0373,1.1786,1.0215,3.8535,5.7619,14.3501,9.9975,3.1357,1.0429,1.9278,2.8308,2.7855,2.1651,25.6588,1.5615,3.3058,2.9505,3.7732,1.7746,8.8006,4.5737,2.982,1.6732,11.1859,3.5346,1.9105,2.4669,6.2229,1.0972,1.7751,4.3692,,3.3087,2.8484,3.9937,3.3937,2.3021,1.95,3.546
2019/2/14,3.0591,-0.6494,1.5101,0.491,-0.6383,0,-1.074,-1.4354,1.5666,10.0213,4.1181,-0.4444,1.1086,2.9851,0,-1.3673,-0.6329,-0.9629,-0.6696,0.3944,0.9068,-2.2715,1.3841,-2.2656,1.7689,-1.2366,-1.0166,0.0925,-1.0336,-2.0794,-0.7018,5.7043,-1,,-1.087,-1.7078,0.6159,-0.0765,0.3281,-1.7762,1.1681,4.0695,13.3713,1.0464,1.3734,5.7215,0.9048,0.8146,2.0389,7.8788,10.1102,7.5494,1.5775,2.8875,1.9283,6.1722,3.6066,3.1206,2.8322,8.43,4.9084,13.5011,0.6601,0.797,1.5377,7.4827,3.6164,12.1369,1.0074,6.6172,1.2027,0.9303,9.4543,1.5261,,0.5953,9.8646,1.2987,4.1787,4.4255,2.062,0.3301,3355833267,10957286079,2286260830,5763522437,5014837582,1511976073,11590486591,2507456339,4935534738,4129772754,15572544707,5653034661,15264189901,5269165190,3548883121,8695490400,1934620505,3156018365,1602578500,8367242183,4629795932,30546591924,1479130218,9502896378,2428725332,1905444538,989604000,22911251646,2161535434,10489500000,6211542107,1775836821,4254687465,,10836647181,880729500,8111225822,767479793.9,1568008520,2776336500,7768833904,61.6032,10.7727,109.214,24.4126,18.5858,-25.5155,28.1321,-31.8898,33.1696,139.2822,26.5431,31.0442,27.5803,23.0962,46.7577,342.1372,19.5054,21.353,27.4178,41.3014,16.7067,24.4578,-66.3454,25.3068,32.467,31.5248,32.6446,22.9005,226.8112,23.2142,112.7675,41.9263,26.8672,,16.6567,45.4527,24.4147,57.014,22.1702,29.9284,26.0095,4.2743,2.0167,0.5573,1.3103,1.5135,3.9945,3.1323,6.5683,5.6843,3.1005,2.5584,2.621,3.9241,1.7312,3.774,5.0676,2.2726,4.1185,3.0127,7.7362,2.5883,4.6129,2.2536,3.2357,6.4195,4.5256,3.1579,3.5785,1.7362,4.2712,1.9227,4.6709,5.2052,,2.438,4.7878,2.9277,3.2551,2.0923,1.6419,3.7721,6.3492,2.3924,0.0379,1.1844,1.015,3.8535,5.7,14.1441,10.1541,3.45,1.0859,1.9192,2.8622,2.8687,2.1651,25.308,1.5516,3.274,2.9307,3.7881,1.7907,8.6007,4.637,2.9144,1.7028,11.0476,3.4987,1.9123,2.4414,6.0935,1.0895,1.8764,4.3255,,3.2727,2.7998,4.0183,3.3911,2.3097,1.9154,3.5874
2019/2/15,-0.5118,2.5327,0,-0.0814,-0.1071,0.4878,0.1206,-3.6893,0.7712,-2.907,-2.6119,3.3482,-2.0833,-3.0435,-2.4438,2.2684,-0.3822,0.6944,0.8989,-2.2881,9.985,0,-0.5688,-0.0799,-1.195,-0.2277,1.5406,-1.2939,-0.7833,-0.5363,-0.7067,-2.5322,0.0762,,-1.5568,0.2574,1.1686,-0.3828,0.8177,-0.6631,-1.5562,2.2217,13.1301,1.2938,1.2366,5.2689,1.1021,0.8966,1.2054,4.4527,22.3874,5.201,2.9681,2.7326,1.4186,4.0809,3.1617,4.2131,2.3916,7.6467,4.2114,19.0148,0.7738,0.592,0.9627,4.8618,2.6162,12.0555,0.9145,5.0582,0.9746,0.487,6.6543,1.5429,,0.4955,8.3672,1.34,3.5245,4.4956,1.4756,0.2241,3338659095,11234799043,2286260830,5758829015,5009468377,1519351566,11604467878,2414948241,4973597988,4009721221,15165799136,5842310375,14946185945,5108799293,3462155772,8892741600,1927227051,3177935159,1616983700,8175789033,5092082096,30546591924,1470716508,9495300138,2399701998,1901106588,1004850000,22614802919,2144604347,10433250000,6167644283,1730869595,4257930985,,10667944799,882996500,8206014771,764541509.8,1580829522,2757928000,7647933376,61.2879,11.0455,109.214,24.3927,18.5659,-25.6399,28.166,-30.7133,33.4254,135.2333,25.8498,32.0836,27.0057,22.3932,45.6151,349.8984,19.4309,21.5013,27.6642,40.3564,18.3749,24.4578,-65.968,25.2866,32.079,31.453,33.1476,22.6042,225.0346,23.0898,111.9705,40.8647,26.8877,,16.3973,45.5697,24.7001,56.7957,22.3515,29.73,25.6048,4.2524,2.0678,0.5573,1.3093,1.5119,4.014,3.1361,6.326,5.7282,3.0104,2.4915,2.7087,3.8424,1.6785,3.6817,5.1826,2.2639,4.1471,3.0397,7.5592,2.8467,4.6129,2.2408,3.2332,6.3428,4.5153,3.2065,3.5322,1.7226,4.2483,1.9091,4.5526,5.2091,,2.4,4.8001,2.9619,3.2427,2.1094,1.631,3.7134,6.3167,2.453,0.0379,1.1834,1.0139,3.8723,5.7068,13.6223,10.2324,3.3497,1.0575,1.9834,2.8026,2.7813,2.1122,25.8821,1.5456,3.2967,2.957,3.7014,1.9695,8.6007,4.6106,2.9121,1.6824,11.0225,3.5526,1.8875,2.4222,6.0608,1.0818,1.8288,4.3288,,3.2218,2.807,4.0652,3.3781,2.3286,1.9027,3.5316
2019/2/18,4.2181,7.7291,3.3058,4.1565,3.7513,3.7217,2.1084,2.5202,3.1463,9.98,10.0383,6.0475,9.9664,4.1854,4.9098,4.0049,6.5217,5.5172,2.2272,8.5528,3.1775,4.0541,3.6613,3.76,10.0055,5.2481,3.0805,3.839,4.2105,2.6741,2.847,5.8348,4.0945,,3.3488,4.6213,4.1804,5.1499,2.7575,3.7621,3.9266,3.2059,13.4096,1.3295,2.0144,8.236,1.801,1.455,1.4698,5.6423,20.2131,6.0815,3.5044,5.1746,1.9325,6.2715,4.251,6.5798,4.4127,11.6165,6.6759,26.4103,0.8147,1.023,1.5811,8.3466,5.7341,15.55,1.3499,5.9626,0.9446,0.9128,8.7423,2.4983,,0.8006,12.7422,1.2478,7.4979,5.79,2.639,0.3554,3479487308,12103146061,2361839700,5998193546,5197390556,1575897013,11849140394,2475808832,5130080238,4409892999,16688189701,6195625042,16435783424,5322620489,3632141376,9248889600,2052915772,3353269513,1652996700,8875044959,5253882254,31784967272,1524564252,9852323423,2639804122,2000879438,1035804000,23482974192,2234903477,10712250000,6343235580,1831861561,4432270189,,11025196903,923802500,8549060493,803914516.1,1624420928,2861685000,7948234687,63.8731,11.8992,112.8243,25.4066,19.2624,-26.5942,28.7599,-31.4873,34.477,148.7296,28.4446,34.0238,29.6972,23.3305,47.8547,363.9115,20.6981,22.6876,28.2804,43.808,18.9587,25.4493,-68.3833,26.2374,35.2887,33.1037,34.1687,23.472,234.5097,23.7072,115.1583,43.249,27.9886,,16.9465,47.6756,25.7326,59.7206,22.9678,30.8485,26.6102,4.4318,2.2276,0.5757,1.3637,1.5686,4.1634,3.2022,6.4854,5.9084,3.3108,2.7417,2.8725,4.2253,1.7488,3.8625,5.3901,2.4116,4.3759,3.1074,8.2057,2.9372,4.7999,2.3228,3.3547,6.9774,4.7523,3.3053,3.6678,1.7951,4.3619,1.9635,4.8182,5.4224,,2.4804,5.022,3.0857,3.4096,2.1675,1.6924,3.8592,6.5831,2.6426,0.0391,1.2326,1.0519,4.0164,5.8272,13.9656,10.5544,3.684,1.1637,2.1034,3.0819,2.8978,2.2159,26.9187,1.6465,3.4786,3.0229,4.018,2.0321,8.9494,4.7794,3.0216,1.8507,11.6009,3.662,1.96,2.5242,6.2229,1.1126,1.9356,4.5061,,3.3297,2.9367,4.2352,3.5521,2.3928,1.9743,3.6703
2019/2/19,9.9704,9.0976,0.48,-0.7042,3.3058,1.5601,-0.354,-0.0983,-1.4839,3.2668,2.4373,-0.8147,2.8513,1.4347,8.978,-3.2583,-1.2005,0.3922,-3.3333,-3.1941,-3.2116,-2.0779,-0.883,-1.7733,-1.1744,1.1382,-1.7395,-2.1641,0.2525,-0.231,1.7301,-2.6559,0.5306,,-2.3402,-0.2454,2.0591,0.1462,-1.2628,-0.2924,-0.6379,9.4351,15.5562,1.4809,1.6261,10.3836,2.2417,1.0217,0.9979,4.5466,21.2881,7.1637,3.8552,5.9125,2.3023,13.1173,3.0539,4.7694,4.021,17.6022,6.3929,18.0583,0.8249,1.2335,1.3726,7.0276,6.2823,13.8795,1.4166,4.3913,0.9787,1.3405,5.2816,1.5787,,1.1553,15.4369,1.4966,7.442,6.0279,2.2804,0.2626,3826405588,13204245887,2373176531,5955952746,5369205120,1600481990,11807196534,2473374408,5053953738,4553954839,17094935271,6145151518,16904420833,5398985202,3958236208,8947533600,2028270925,3366419589,1597896810,8591562827,5085147804,31124500419,1511102316,9677609900,2608801925,2023653675,1017786000,22974776374,2240547173,10687500000,6452980140,1783208497,4455785710,,10767181494,921535500,8725097114,805089829.7,1603907325,2853317500,7897534466,70.2415,12.9818,113.3659,25.2276,19.8992,-27.0091,28.6581,-31.4563,33.9654,153.5883,29.1379,33.7467,30.5439,23.6652,52.1511,352.0542,20.4496,22.7766,27.3377,42.4087,18.3498,24.9205,-67.7795,25.7721,34.8743,33.4805,33.5743,22.964,235.1019,23.6524,117.1506,42.1004,28.1371,,16.5499,47.5586,26.2625,59.8079,22.6778,30.7583,26.4404,4.8736,2.4303,0.5785,1.3541,1.6205,4.2284,3.1909,6.479,5.8207,3.419,2.8085,2.8491,4.3458,1.7738,4.2093,5.2145,2.3826,4.393,3.0039,7.9436,2.8428,4.7002,2.3023,3.2952,6.8954,4.8064,3.2478,3.5884,1.7996,4.3519,1.9975,4.6903,5.4512,,2.4223,5.0096,3.1493,3.4146,2.1402,1.6874,3.8346,7.2395,2.883,0.0393,1.2239,1.0867,4.0791,5.8065,13.9518,10.3977,3.8043,1.192,2.0863,3.1697,2.9393,2.4148,26.0416,1.6267,3.4922,2.9221,3.8896,1.9668,8.7634,4.7372,2.968,1.829,11.733,3.5983,1.9176,2.5306,6.2085,1.1319,1.8841,4.53,,3.2517,2.9295,4.3224,3.5572,2.3626,1.9685,3.6469
2019/2/20,-3.9497,-2.7119,2.2293,-0.2364,-2.8,-0.1536,-0.0592,-0.9843,-0.4184,-2.9877,-0.068,-1.6427,4.5545,-3.1117,-4.9956,-3.3068,-0.486,-0.7161,0.0902,1.0616,3.4545,0.0531,1.1136,0.0785,2.9077,-0.7503,-0.2724,0.1843,-1.5113,-1.2632,-1.0204,-2.0256,2.9663,,0.2765,-1.845,-2.328,2.3358,-0.3197,-1.7009,-0.3457,6.4685,11.1026,1.5996,1.3043,6.7972,1.774,0.587,0.5881,3.0991,12.4876,4.6611,2.3059,4.6042,1.6554,8.0087,2.9104,2.9687,1.9377,8.9354,5.6643,18.0158,0.6871,1.3921,0.9098,6.5365,3.5883,10.8171,0.8004,3.0501,0.7722,1.1339,4.452,2.3548,,0.6276,10.0174,1.3543,6.0044,3.3367,1.6938,0.2658,3675272872,12846164643,2426081740,5941872480,5218867377,1598023492,11800205890,2449030172,5032807488,4417896435,17083313969,6044204470,17674325148,5230982834,3760497853,8651656800,2018412986,3342311116,1599337330,8682770122,5260816546,31141012091,1527929736,9685206140,2684658365,2008470850,1015014000,23017126192,2206684999,10552500000,6387133404,1747087283,4587959153,,10796952503,904533000,8521977936,823894847.6,1598778924,2804786000,7870234346,67.4672,12.6297,115.8932,25.168,19.342,-26.9676,28.6411,-31.1467,33.8233,148.9995,29.1181,33.1923,31.935,22.9288,49.5458,340.4125,20.3502,22.6135,27.3623,42.8589,18.9837,24.9337,-68.5343,25.7923,35.8883,33.2293,33.4829,23.0063,231.5487,23.3537,115.9552,40.8309,28.9717,,16.5956,46.6811,25.6511,61.2049,22.6053,30.2351,26.349,4.6811,2.3644,0.5914,1.3509,1.5751,4.2219,3.189,6.4152,5.7964,3.3168,2.8066,2.8023,4.5437,1.7186,3.999,5.0421,2.371,4.3616,3.0066,8.0279,2.941,4.7027,2.328,3.2978,7.0959,4.7703,3.2389,3.595,1.7724,4.2969,1.9771,4.5488,5.6129,,2.429,4.9172,3.076,3.4944,2.1333,1.6587,3.8213,6.9535,2.8048,0.0402,1.221,1.0563,4.0728,5.8031,13.8145,10.3542,3.6907,1.1912,2.052,3.3141,2.8479,2.2942,25.1804,1.6188,3.4672,2.9248,3.9309,2.0348,8.7681,4.7899,2.9703,1.8822,11.645,3.5885,1.9211,2.4924,6.1301,1.1203,1.8273,4.6643,,3.2607,2.8755,4.2218,3.6403,2.355,1.935,3.6342
2019/2/21,1.4953,2.9268,-0.6231,-0.8689,1.9547,-1.3846,0.7109,1.8887,1.0924,2.8986,0,-0.6263,-2.8409,-0.146,-2.1218,-0.8866,10.0122,0,-0.5179,-1.675,-2.3726,0.6363,0.2203,1.5686,-2.8256,-0.216,0.6827,6.2557,0,0.4478,1.3746,4.135,0.7777,,-1.3787,-0.188,-2.5424,9.9857,0.4812,-0.895,0.8424,7.6403,13.9891,2.4656,1.7677,10.8584,2.2308,1.061,1.4352,6.7712,15.7601,6.3612,2.534,6.8618,1.6004,7.0415,2.5314,3.5411,3.9148,10.9637,7.6978,14.4718,1.2946,1.7082,1.9178,6.1793,6.6897,21.6018,3.3671,5.0311,1.0926,1.6551,8.7231,2.13,,1.1711,10.2506,1.3862,17.9844,6.1914,3.0803,0.4184,3730230224,13222149949,2410965966,5890244836,5320882274,1575897013,11884093610,2495284221,5087787738,4545951404,17083313969,6006349327,17172213639,5223346362,3680708692,8574948000,2220500733,3342311116,1591054340,8537331463,5135999282,31339152146,1531295220,9837130942,2608801925,2004132900,1021944000,24457020011,2206684999,10599750000,6474929052,1819329711,4623637874,,10648097459,902832750,8305317480,906166801,1606471526,2779683500,7936534636,68.476,12.9994,115.1711,24.9493,19.7201,-26.5942,28.8447,-31.735,34.1928,153.3183,29.1181,32.9844,31.0278,22.8953,48.4946,337.3943,22.3877,22.6135,27.2206,42.141,18.5333,25.0924,-68.6852,26.1969,34.8743,33.1575,33.7115,24.4456,231.5487,23.4582,117.5491,42.5192,29.197,,16.3668,46.5934,24.999,67.3167,22.714,29.9645,26.571,4.7511,2.4336,0.5877,1.3392,1.6059,4.1634,3.2117,6.5364,5.8597,3.413,2.8066,2.7848,4.4146,1.7161,3.9141,4.9974,2.6084,4.3616,2.991,7.8935,2.8713,4.7326,2.3331,3.3496,6.8954,4.76,3.2611,3.8199,1.7724,4.3161,2.0043,4.7369,5.6565,,2.3956,4.908,2.9978,3.8433,2.1436,1.6439,3.8535,7.0575,2.8869,0.04,1.2104,1.0769,4.0164,5.8444,14.0754,10.4673,3.7976,1.1912,2.0391,3.22,2.8437,2.2455,24.9572,1.7809,3.4672,2.9096,3.8651,1.9865,8.8238,4.8005,3.0169,1.829,11.6198,3.613,2.0413,2.4924,6.1576,1.1357,1.9029,4.7006,,3.2158,2.8701,4.1144,4.0038,2.3663,1.9177,3.6649
2019/2/22,7.919,0.4739,2.5078,2.6295,2.3209,2.1841,3.6471,0.9756,2.8263,3.6972,8.5034,2.9412,4.0936,1.0234,2.639,0.7668,1.8868,5.9016,1.9239,5.6978,8.3258,4.7945,1.5385,4.2471,3.0341,2.6515,3.0289,4.329,3.0691,0.3609,2.3729,0.8914,9.9965,,6.0578,1.2555,2.1739,9.987,3.9106,1.8663,1.769,8.366,12.3011,1.9178,1.7746,7.2562,1.9906,2.4196,1.0233,4.8332,14.7639,5.644,2.1431,5.9439,1.4821,5.133,2.1811,13.7834,5.515,10.0124,6.4094,16.3172,1.0671,1.2639,1.7503,6.6914,6.0656,16.7496,2.3914,4.5824,0.8119,1.5581,9.7156,3.5948,,1.1975,7.3408,1.8193,17.4626,6.8016,2.1999,0.2845,4025625987,13284814167,2471429062,6045127768,5444373992,1610315980,12317513495,2519628457,5231582238,4714023551,18535976722,6183006661,17875169752,5276801661,3777843322,8640698400,2262396973,3539562263,1621665390,9023770368,5563613984,32841714236,1554853608,10254924149,2687956472,2057272788,1052898000,25515765466,2274409347,10638000000,6628571436,1835547399,5085839485,,11293135982,914167750,8485867860,996665949.8,1669294434,2831562000,8076935248,73.8986,13.061,118.0594,25.6054,20.1777,-27.175,29.8967,-32.0446,35.1592,158.9868,31.5942,33.9545,32.2979,23.1296,49.7744,339.9813,22.8101,23.948,27.7443,44.5421,20.0764,26.2955,-69.7419,27.3095,35.9324,34.0367,34.7326,25.5038,238.6551,23.5429,120.3384,42.8983,32.1157,,17.3583,47.1783,25.5424,74.0396,23.6023,30.5237,27.041,5.1274,2.4451,0.6024,1.3744,1.6432,4.2543,3.3288,6.6002,6.0253,3.5392,3.0452,2.8667,4.5953,1.7337,4.0174,5.0357,2.6576,4.619,3.0485,8.3432,3.1103,4.9595,2.369,3.4918,7.1046,4.8862,3.3598,3.9853,1.8268,4.3317,2.0518,4.7792,6.222,,2.5407,4.9696,3.0629,4.2272,2.2274,1.6746,3.9217,7.6164,2.9006,0.041,1.2423,1.1019,4.1041,6.0575,14.2127,10.7632,3.938,1.2925,2.0991,3.3518,2.8728,2.3048,25.1485,1.8145,3.6718,2.9656,4.0853,2.1519,9.2469,4.8743,3.145,1.8845,11.9279,3.7225,2.1297,2.5689,6.1798,1.1627,1.9199,5.1705,,3.4106,2.9061,4.2039,4.4037,2.4589,1.9535,3.7297
2019/2/25,7.3379,2.0216,3.9755,4.4255,3.4517,3.6641,4.9943,3.6715,4.9313,9.1681,5.4545,3.8776,10.0187,5.9334,6.2443,2.9803,7.4074,9.1022,4.286,9.98,6.9796,5.3293,3.4632,4.2222,1.3497,7.2746,4.9583,2.9046,3.9702,3.236,4.6358,10,7.6212,,3.0756,4.5257,9.0957,0.5896,3.3026,4.9645,3.5249,9.0763,18.4191,2.7729,3.1264,11.1747,2.1037,3.9192,2.1187,7.065,17.2867,8.2359,4.4056,7.6346,2.873,8.5728,4.1439,12.1881,6.222,17.3039,8.5771,17.48,1.2433,2.38,2.2583,8.848,12.4311,20.6505,3.3441,6.1692,1.6479,2.6863,10.9907,5.2255,,1.553,15.5166,2.4754,33.8214,9.12,3.4355,0.4661,4321021751,13553375101,2569681594,6312652832,5632296171,1669319925,12932690105,2612136555,5489566487,5146209072,19547029998,6422755898,19666034138,5589896984,4013741712,8898220800,2429981934,3861739138,1691170480,9924339693,5951934362,34591951394,1608701352,10687909835,2724235639,2206932063,1105104000,26256887284,2364708477,10982250000,6935856205,2019102139,5473440135,,11640464417,955540500,9257720735,1002542518,1724424742,2972136000,8361636491,79.3212,13.325,122.7529,26.7385,20.8742,-28.1707,31.3898,-33.2211,36.893,173.5628,33.3175,35.2711,35.5338,24.502,52.8824,350.1139,24.4998,26.1278,28.9335,48.9874,21.4777,27.6968,-72.1572,28.4626,36.4174,36.5127,36.4547,26.2446,248.1302,24.3047,125.917,47.1881,34.5633,,17.8922,49.3135,27.8657,74.4762,24.3818,32.0391,27.9942,5.5036,2.4945,0.6264,1.4352,1.6999,4.4102,3.4951,6.8425,6.3224,3.8636,3.2113,2.9778,5.0557,1.8366,4.2683,5.1858,2.8545,5.0394,3.1792,9.1759,3.3274,5.2238,2.451,3.6392,7.2005,5.2417,3.5264,4.101,1.8994,4.4719,2.1469,5.2571,6.6962,,2.6188,5.1945,3.3415,4.2521,2.301,1.7577,4.0599,8.1753,2.9592,0.0426,1.2972,1.14,4.2545,6.36,14.7346,11.2939,4.2991,1.363,2.1805,3.6876,3.0433,2.4487,25.898,1.9489,4.006,3.0927,4.493,2.3021,9.7397,5.0432,3.2778,1.9099,12.7956,3.907,2.1915,2.6708,6.3798,1.2166,2.1118,5.5646,,3.5155,3.0376,4.5863,4.4297,2.5401,2.0505,3.8612
